"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11"
"1:26" "P02" 4719918 "Run2" 8 "100%" "2" 1 0 32 1 0.0215413
"1:27" "P02" 4741518 "Run2" 9 "100%" "3" 1 0 60 1 0.025829
"1:28" "P02" 4766234 "Run2" 10 "75%" "1" 1 0 12 1 0.0225506
"1:29" "P02" 4788862 "Run2" 11 "25%" "0" 0 36 0 1 0.0216784
"1:30" "P02" 4810430 "Run2" 12 "75%" "0" 0 44 0 1 0.0239603
"1:31" "P02" 4833518 "Run2" 13 "0%" "0" 0 0 0 1 0.0176356
"1:32" "P02" 4857814 "Run2" 14 "0%" "0" 0 2 0 1 0.0211413
"1:33" "P02" 4881174 "Run2" 15 "25%" "2" 1 0 37 1 0.0219526
"1:34" "P02" 4905278 "Run2" 16 "0%" "0" 0 3 0 1 0.0256694
"1:35" "P02" 4926494 "Run2" 17 "75%" "0" 0 58 0 1 0.0221999
"1:36" "P02" 4952526 "Run2" 18 "25%" "0" 0 2 0 1 0.0206114
"1:37" "P02" 5052134 "Run3" 1 "0%" "0" 0 3 0 1 0.0220681
"1:38" "P02" 5075726 "Run3" 2 "75%" "0" 0 19 0 1 0.0198785
"1:39" "P02" 5099654 "Run3" 3 "75%" "0" 0 7 0 1 0.0222353
"1:40" "P02" 5123382 "Run3" 4 "100%" "2" 1 0 27 1 0.021274
"1:41" "P02" 5149022 "Run3" 5 "25%" "0" 0 3 0 1 0.0221841
"1:42" "P02" 5173694 "Run3" 6 "100%" "1" 1 0 11 1 0.0210668
"1:43" "P02" 5199758 "Run3" 7 "0%" "0" 0 2 0 1 0.0234974
"1:44" "P02" 5225798 "Run3" 8 "50%" "0" 0 4 0 1 0.024677
"1:45" "P02" 5248606 "Run3" 9 "50%" "2" 1 0 24 1 0.0257143
"1:46" "P02" 5277190 "Run3" 10 "100%" "3" 1 0 57 1 0.0248207
"1:47" "P02" 5298335 "Run3" 11 "75%" "3" 1 0 55 1 0.0217214
"1:48" "P02" 5322846 "Run3" 12 "25%" "1" 1 0 6 1 0.0267381
"1:49" "P02" 5345526 "Run3" 13 "25%" "0" 0 57 0 1 0.028646
"1:50" "P02" 5368894 "Run3" 14 "50%" "0" 0 18 0 1 0.0288939
"1:51" "P02" 5392686 "Run3" 15 "75%" "0" 0 35 0 1 0.0282632
"1:52" "P02" 5415310 "Run3" 16 "25%" "0" 0 30 0 1 0.0273303
"1:53" "P02" 5442502 "Run3" 17 "0%" "0" 0 5 0 1 0.0248891
"1:54" "P02" 5464559 "Run3" 18 "50%" "0" 0 22 0 1 0.0261417
"1:55" "P18" 2387874 "Run1" 1 "0%" "0" 0 56 0 1 0.040399
"1:56" "P18" 2414114 "Run1" 2 "100%" "2" 1 0 46 1 0.0638986
"1:57" "P18" 2437746 "Run1" 3 "25%" "2" 1 0 45 1 0.0614041
"1:58" "P18" 2464290 "Run1" 4 "50%" "0" 0 59 0 1 0.0524245
"1:59" "P18" 2488778 "Run1" 5 "25%" "0" 0 55 0 1 0.0563288
"1:60" "P18" 2514034 "Run1" 6 "75%" "0" 0 59 0 1 0.0575584
"1:61" "P18" 2540651 "Run1" 7 "50%" "3" 1 0 70 1 0.12355
"1:62" "P18" 2567354 "Run1" 8 "25%" "0" 0 45 0 1 0.0264724
"1:63" "P18" 2591250 "Run1" 9 "75%" "0" 0 63 0 1 0.0574224
"1:64" "P18" 2616154 "Run1" 10 "0%" "0" 0 46 0 1 0.0366888
"1:65" "P18" 2644026 "Run1" 11 "50%" "0" 0 63 0 1 0.0549443
"1:66" "P18" 2669466 "Run1" 12 "75%" "0" 0 46 0 1 0.0516428
"1:67" "P18" 2697546 "Run1" 13 "100%" "1" 1 0 24 1 0.0583905
"1:68" "P18" 2722531 "Run1" 14 "0%" "0" 0 47 0 1 0.011027
"1:69" "P18" 2747466 "Run1" 15 "75%" "1" 1 0 44 1 0.0477979
"1:70" "P18" 2773114 "Run1" 16 "25%" "0" 0 67 0 1 0.054438
"1:71" "P18" 2796978 "Run1" 17 "100%" "3" 1 0 76 1 0.104865
"1:72" "P18" 2822170 "Run1" 18 "50%" "0" 0 57 0 1 0.0144371
"1:73" "P18" 2922066 "Run2" 1 "25%" "0" 0 43 0 1 0.0122079
"1:74" "P18" 2945562 "Run2" 2 "75%" "0" 0 57 0 1 0.0125454
"1:75" "P18" 2970474 "Run2" 3 "75%" "0" 0 47 0 1 0.0386085
"1:76" "P18" 2993546 "Run2" 4 "25%" "0" 0 48 0 1 0.047168
"1:77" "P18" 3020722 "Run2" 5 "0%" "0" 0 42 0 1 0.0276223
"1:78" "P18" 3044458 "Run2" 6 "0%" "0" 0 46 0 1 0.0569581
"1:79" "P18" 3069569 "Run2" 7 "100%" "1" 1 0 45 1 0.0544122
"1:80" "P18" 3094313 "Run2" 8 "0%" "0" 0 47 0 1 0.0129531
"1:81" "P18" 3120833 "Run2" 9 "50%" "0" 0 57 0 1 0.0506498
"1:82" "P18" 3146778 "Run2" 10 "100%" "2" 1 0 52 1 0.0443698
"1:83" "P18" 3171649 "Run2" 11 "75%" "3" 1 0 59 1 0.0729053
"1:84" "P18" 3193762 "Run2" 12 "25%" "1" 1 0 47 1 0.0397837
"1:85" "P18" 3217337 "Run2" 13 "50%" "0" 0 46 0 1 0.0387302
"1:86" "P18" 3242737 "Run2" 14 "75%" "0" 0 63 0 1 0.0417038
"1:87" "P18" 3267233 "Run2" 15 "25%" "0" 0 47 0 1 0.0388271
"1:88" "P18" 3291753 "Run2" 16 "50%" "2" 1 0 58 1 0.0530867
"1:89" "P18" 3318537 "Run2" 17 "100%" "3" 1 0 71 1 0.0453308
"1:90" "P18" 3344753 "Run2" 18 "50%" "0" 0 71 0 1 0.0424205
"1:91" "P18" 3448617 "Run3" 1 "0%" "0" 0 47 0 1 0.0168679
"1:92" "P18" 3474753 "Run3" 2 "25%" "0" 0 54 0 1 0.0233143
"1:93" "P18" 3498657 "Run3" 3 "50%" "0" 0 44 0 1 0.0345493
"1:94" "P18" 3526049 "Run3" 4 "100%" "1" 1 0 46 1 0.0286073
"1:95" "P18" 3549281 "Run3" 5 "75%" "2" 1 0 57 1 0.0528385
"1:96" "P18" 3574721 "Run3" 6 "75%" "0" 0 57 0 1 0.0317609
"1:97" "P18" 3600193 "Run3" 7 "25%" "0" 0 47 0 1 0.0331868
"1:98" "P18" 3627737 "Run3" 8 "0%" "0" 0 46 0 1 0.0308378
"1:99" "P18" 3654618 "Run3" 9 "75%" "0" 0 75 0 1 0.0414199
"1:100" "P18" 3678681 "Run3" 10 "50%" "1" 1 0 46 1 0.0360097
"1:101" "P18" 3702577 "Run3" 11 "75%" "0" 0 46 0 1 0.0413869
"1:102" "P18" 3726833 "Run3" 12 "50%" "0" 0 68 0 1 0.0361707
"1:103" "P18" 3755593 "Run3" 13 "0%" "0" 0 48 0 1 0.0253021
"1:104" "P18" 3780833 "Run3" 14 "25%" "3" 1 0 76 1 0.0847961
"1:105" "P18" 3804985 "Run3" 15 "50%" "0" 0 60 0 1 0.0202526
"1:106" "P18" 3828337 "Run3" 16 "25%" "0" 0 47 0 1 0.0158446
"1:107" "P18" 3853281 "Run3" 17 "100%" "3" 1 0 69 1 0.0529293
"1:108" "P18" 3878689 "Run3" 18 "100%" "2" 1 0 55 1 0.0522875
"1:109" "P23" 1736975 "Run1" 1 "75%" "0" 0 9 0 1 0.0316433
"1:110" "P23" 1765447 "Run1" 2 "100%" "1" 1 0 0 1 0.0530786
"1:111" "P23" 1792535 "Run1" 3 "25%" "0" 0 72 0 1 0.0485594
"1:112" "P23" 1820647 "Run1" 4 "25%" "2" 1 0 8 1 0.0503389
"1:113" "P23" 1845767 "Run1" 5 "75%" "0" 0 81 0 1 0.0431786
"1:114" "P23" 1869911 "Run1" 6 "25%" "0" 0 66 0 1 0.0438705
"1:115" "P23" 1895111 "Run1" 7 "50%" "0" 0 72 0 1 0.0400011
"1:116" "P23" 1923335 "Run1" 8 "75%" "1" 1 0 8 1 0.0476461
"1:117" "P23" 1950087 "Run1" 9 "0%" "0" 0 90 0 1 0.0464563
"1:118" "P23" 1977039 "Run1" 10 "25%" "0" 0 98 0 1 0.0353613
"1:119" "P23" 2002927 "Run1" 11 "50%" "0" 0 93 0 1 0.0346414
"1:120" "P23" 2029303 "Run1" 12 "50%" "0" 0 17 0 1 0.0427529
"1:121" "P23" 2054791 "Run1" 13 "75%" "0" 0 97 0 1 0.0491168
"1:122" "P23" 2080463 "Run1" 14 "0%" "0" 0 92 0 1 0.0519522
"1:123" "P23" 2104679 "Run1" 15 "100%" "2" 1 0 14 1 0.0515875
"1:124" "P23" 2130367 "Run1" 16 "0%" "0" 0 16 0 1 0.0420578
"1:125" "P23" 2153839 "Run1" 17 "50%" "3" 1 0 66 1 0.0422321
"1:126" "P23" 2178728 "Run1" 18 "100%" "3" 1 0 79 1 0.053195
"1:127" "P23" 2277815 "Run2" 1 "0%" "0" 0 68 0 1 0.0512173
"1:128" "P23" 2302735 "Run2" 2 "100%" "2" 1 0 22 1 0.0535447
"1:129" "P23" 2329783 "Run2" 3 "100%" "1" 1 0 0 1 0.052532
"1:130" "P23" 2354616 "Run2" 4 "25%" "0" 0 64 0 1 0.0464282
"1:131" "P23" 2379311 "Run2" 5 "75%" "2" 1 0 25 1 0.0533565
"1:132" "P23" 2403975 "Run2" 6 "25%" "0" 0 70 0 1 0.0424999
"1:133" "P23" 2430287 "Run2" 7 "0%" "0" 0 100 0 1 0.0572983
"1:134" "P23" 2455423 "Run2" 8 "75%" "0" 0 77 0 1 0.0462
"1:135" "P23" 2481415 "Run2" 9 "75%" "0" 0 85 0 1 0.0336586
"1:136" "P23" 2506655 "Run2" 10 "50%" "0" 0 67 0 1 0.043841
"1:137" "P23" 2530495 "Run2" 11 "100%" "3" 1 0 39 1 0.0486231
"1:138" "P23" 2559743 "Run2" 12 "25%" "0" 0 51 0 1 0.0355586
"1:139" "P23" 2587191 "Run2" 13 "50%" "1" 1 0 7 1 0.0487875
"1:140" "P23" 2609663 "Run2" 14 "25%" "3" 1 0 54 1 0.0534403
"1:141" "P23" 2633470 "Run2" 15 "0%" "0" 0 71 0 1 0.0426627
"1:142" "P23" 2656590 "Run2" 16 "50%" "0" 0 64 0 1 0.0455212
"1:143" "P23" 2681022 "Run2" 17 "75%" "0" 0 75 0 1 0.0392358
"1:144" "P23" 2704566 "Run2" 18 "50%" "0" 0 67 0 1 0.0537864
"1:145" "P23" 2804198 "Run3" 1 "100%" "3" 1 0 75 1 0.0392216
"1:146" "P23" 2829406 "Run3" 2 "100%" "1" 1 0 5 1 0.0482683
"1:147" "P23" 2853926 "Run3" 3 "25%" "0" 0 62 0 1 0.0497562
"1:148" "P23" 2879998 "Run3" 4 "75%" "0" 0 63 0 1 0.0580627
"1:149" "P23" 2907006 "Run3" 5 "25%" "1" 1 0 21 1 0.0573506
"1:150" "P23" 2932222 "Run3" 6 "25%" "0" 0 61 0 1 0.0394497
"1:151" "P23" 2956830 "Run3" 7 "50%" "0" 0 41 0 1 0.045474
"1:152" "P23" 2979126 "Run3" 8 "0%" "0" 0 38 0 1 0.048845
"1:153" "P23" 3002758 "Run3" 9 "75%" "0" 0 30 0 1 0.0418752
"1:154" "P23" 3026286 "Run3" 10 "75%" "0" 0 70 0 1 0.054583
"1:155" "P23" 3049942 "Run3" 11 "0%" "0" 0 41 0 1 0.0478019
"1:156" "P23" 3072030 "Run3" 12 "50%" "0" 0 58 0 1 0.0421672
"1:157" "P23" 3096334 "Run3" 13 "50%" "2" 1 0 35 1 0.0499452
"1:158" "P23" 3121022 "Run3" 14 "75%" "3" 1 0 67 1 0.0685593
"1:159" "P23" 3143798 "Run3" 15 "0%" "0" 0 66 0 1 0.0522082
"1:160" "P23" 3167942 "Run3" 16 "25%" "0" 0 22 0 1 0.0542552
"1:161" "P23" 3193622 "Run3" 17 "50%" "0" 0 36 0 1 0.0457389
"1:162" "P23" 3216654 "Run3" 18 "100%" "2" 1 0 27 1 0.0555391
"1:163" "P30" 2561057 "Run1" 1 "75%" "0" 0 7 0 1 0.0307539
"1:164" "P30" 2589649 "Run1" 2 "75%" "2" 1 0 53 1 0.0416244
"1:165" "P30" 2616849 "Run1" 3 "100%" "1" 1 0 10 1 0.0409207
"1:166" "P30" 2644729 "Run1" 4 "0%" "0" 0 82 0 1 0.038561
"1:167" "P30" 2672401 "Run1" 5 "25%" "0" 0 92 0 1 0.0525887
"1:168" "P30" 2700633 "Run1" 6 "25%" "0" 0 80 0 1 0.0351464
"1:169" "P30" 2731409 "Run1" 7 "0%" "0" 0 93 0 1 0.0330014
"1:170" "P30" 2761449 "Run1" 8 "25%" "0" 0 76 0 1 0.0352746
"1:171" "P30" 2789345 "Run1" 9 "50%" "1" 1 0 36 1 0.0440376
"1:172" "P30" 2818937 "Run1" 10 "50%" "0" 0 60 0 1 0.0411794
"1:173" "P30" 2843409 "Run1" 11 "75%" "0" 0 63 0 1 0.0354091
"1:174" "P30" 2869161 "Run1" 12 "50%" "0" 0 62 0 1 0.0405944
"1:175" "P30" 2898761 "Run1" 13 "25%" "3" 1 0 80 1 0.0755848
"1:176" "P30" 2925745 "Run1" 14 "0%" "0" 0 60 0 1 0.0484208
"1:177" "P30" 2948537 "Run1" 15 "75%" "0" 0 61 0 1 0.0407347
"1:178" "P30" 2976545 "Run1" 16 "50%" "0" 0 61 0 1 0.0385411
"1:179" "P30" 3001842 "Run1" 17 "100%" "3" 1 0 62 1 0.0545151
"1:180" "P30" 3029593 "Run1" 18 "100%" "2" 1 0 59 1 0.0376333
"1:181" "P30" 3129961 "Run2" 1 "75%" "1" 1 0 60 1 0.0354849
"1:182" "P30" 3162129 "Run2" 2 "75%" "0" 0 49 0 1 0.0330282
"1:183" "P30" 3188665 "Run2" 3 "50%" "3" 1 0 66 1 0.0329691
"1:184" "P30" 3213857 "Run2" 4 "75%" "0" 0 55 0 1 0.0368964
"1:185" "P30" 3243145 "Run2" 5 "25%" "0" 0 51 0 1 0.0361999
"1:186" "P30" 3269817 "Run2" 6 "100%" "1" 1 0 37 1 0.0401709
"1:187" "P30" 3296489 "Run2" 7 "25%" "0" 0 48 0 1 0.0383634
"1:188" "P30" 3324225 "Run2" 8 "0%" "0" 0 83 0 1 0.036228
"1:189" "P30" 3351665 "Run2" 9 "75%" "0" 0 46 0 1 0.0402942
"1:190" "P30" 3379457 "Run2" 10 "50%" "0" 0 51 0 1 0.0367178
"1:191" "P30" 3404593 "Run2" 11 "50%" "0" 0 43 0 1 0.0395624
"1:192" "P30" 3433769 "Run2" 12 "100%" "2" 1 0 52 1 0.0430444
"1:193" "P30" 3459408 "Run2" 13 "0%" "0" 0 81 0 1 0.040789
"1:194" "P30" 3487529 "Run2" 14 "25%" "0" 0 42 0 1 0.03809
"1:195" "P30" 3515129 "Run2" 15 "100%" "3" 1 0 61 1 0.0400326
"1:196" "P30" 3548145 "Run2" 16 "25%" "2" 1 0 58 1 0.0403947
"1:197" "P30" 3572016 "Run2" 17 "0%" "0" 0 78 0 1 0.0341564
"1:198" "P30" 3596752 "Run2" 18 "50%" "0" 0 58 0 1 0.0390057
"1:199" "P30" 3695712 "Run3" 1 "100%" "1" 1 0 42 1 0.032691
"1:200" "P30" 3720632 "Run3" 2 "25%" "0" 0 48 0 1 0.0241356
"1:201" "P30" 3748488 "Run3" 3 "75%" "0" 0 48 0 1 0.0242343
"1:202" "P30" 3773520 "Run3" 4 "0%" "0" 0 83 0 1 0.017415
"1:203" "P30" 3797280 "Run3" 5 "50%" "0" 0 46 0 1 0.0268481
"1:204" "P30" 3822496 "Run3" 6 "25%" "1" 1 0 47 1 0.0379639
"1:205" "P30" 3846280 "Run3" 7 "50%" "0" 0 44 0 1 0.0271597
"1:206" "P30" 3870824 "Run3" 8 "0%" "0" 0 81 0 1 0.0249032
"1:207" "P30" 3895680 "Run3" 9 "75%" "3" 1 0 73 1 0.0428606
"1:208" "P30" 3918552 "Run3" 10 "75%" "0" 0 43 0 1 0.032482
"1:209" "P30" 3942336 "Run3" 11 "50%" "0" 0 32 0 1 0.0331046
"1:210" "P30" 3966080 "Run3" 12 "25%" "0" 0 41 0 1 0.0295646
"1:211" "P30" 3995160 "Run3" 13 "100%" "3" 1 0 65 1 0.0414456
"1:212" "P30" 4030928 "Run3" 14 "25%" "0" 0 40 0 1 0.0305365
"1:213" "P30" 4056360 "Run3" 15 "0%" "0" 0 79 0 1 0.031043
"1:214" "P30" 4078832 "Run3" 16 "75%" "0" 0 40 0 1 0.0356077
"1:215" "P30" 4101208 "Run3" 17 "50%" "2" 1 0 59 1 0.0367621
"1:216" "P30" 4123785 "Run3" 18 "100%" "2" 1 0 56 1 0.0413174
"1:217" "P36" 1961539 "Run1" 1 "75%" "2" 1 0 88 1 0.0091817
"1:218" "P36" 1986723 "Run1" 2 "25%" "0" 0 98 0 1 0.00900774
"1:219" "P36" 2013187 "Run1" 3 "25%" "0" 0 100 0 1 0.00737546
"1:220" "P36" 2038523 "Run1" 4 "0%" "0" 0 100 0 1 0.00691212
"1:221" "P36" 2065460 "Run1" 5 "75%" "0" 0 100 0 1 0.0287984
"1:222" "P36" 2091635 "Run1" 6 "100%" "2" 1 0 97 1 0.0254374
"1:223" "P36" 2118308 "Run1" 7 "100%" "3" 1 0 100 1 0.0423403
"1:224" "P36" 2143867 "Run1" 8 "75%" "0" 0 95 0 1 0.0158032
"1:225" "P36" 2167843 "Run1" 9 "25%" "3" 1 0 96 1 0.0123389
"1:226" "P36" 2191627 "Run1" 10 "25%" "0" 0 100 0 1 0.00681586
"1:227" "P36" 2214831 "Run1" 11 "50%" "0" 0 100 0 1 0.012716
"1:228" "P36" 2240163 "Run1" 12 "0%" "0" 0 99 0 1 0.00589678
"1:229" "P36" 2265139 "Run1" 13 "50%" "0" 0 100 0 1 0.00592164
"1:230" "P36" 2289635 "Run1" 14 "0%" "0" 0 98 0 1 0.00602633
"1:231" "P36" 2312639 "Run1" 15 "75%" "0" 0 100 0 1 0.00630213
"1:232" "P36" 2337787 "Run1" 16 "50%" "0" 0 99 0 1 0.00835036
"1:233" "P36" 2365419 "Run1" 17 "50%" "1" 1 0 91 1 0.00816204
"1:234" "P36" 2390127 "Run1" 18 "100%" "1" 1 0 100 1 0.00936786
"1:235" "P36" 2489634 "Run2" 1 "50%" "0" 0 99 0 1 0.00584919
"1:236" "P36" 2515962 "Run2" 2 "0%" "0" 0 99 0 1 0.0074531
"1:237" "P36" 2540630 "Run2" 3 "75%" "0" 0 94 0 1 0.00783017
"1:238" "P36" 2565978 "Run2" 4 "0%" "0" 0 97 0 1 0.00647154
"1:239" "P36" 2590706 "Run2" 5 "75%" "0" 0 99 0 1 0.00666809
"1:240" "P36" 2615415 "Run2" 6 "0%" "0" 0 98 0 1 0.00572449
"1:241" "P36" 2643298 "Run2" 7 "100%" "1" 1 0 94 1 0.038943
"1:242" "P36" 2666598 "Run2" 8 "25%" "0" 0 98 0 1 0.00731335
"1:243" "P36" 2692182 "Run2" 9 "25%" "0" 0 100 0 1 0.0103916
"1:244" "P36" 2717346 "Run2" 10 "50%" "3" 1 0 100 1 0.0678463
"1:245" "P36" 2742770 "Run2" 11 "75%" "1" 1 0 97 1 0.00621699
"1:246" "P36" 2766802 "Run2" 12 "100%" "2" 1 0 98 1 0.216667
"1:247" "P36" 2791658 "Run2" 13 "50%" "0" 0 99 0 1 0.00660516
"1:248" "P36" 2817538 "Run2" 14 "50%" "0" 0 100 0 1 0.00667704
"1:249" "P36" 2841098 "Run2" 15 "75%" "0" 0 100 0 1 0.00689511
"1:250" "P36" 2866086 "Run2" 16 "25%" "0" 0 100 0 1 0.00635192
"1:251" "P36" 2891002 "Run2" 17 "25%" "2" 1 0 96 1 0.0245936
"1:252" "P36" 2916042 "Run2" 18 "100%" "3" 1 0 100 1 0.111145
"1:253" "P36" 3015402 "Run3" 1 "25%" "0" 0 99 0 1 0.00784428
"1:254" "P36" 3039370 "Run3" 2 "100%" "1" 1 0 94 1 0.00604001
"1:255" "P36" 3066330 "Run3" 3 "0%" "0" 0 100 0 1 0.00514979
"1:256" "P36" 3090842 "Run3" 4 "0%" "0" 0 99 0 1 0.00527861
"1:257" "P36" 3116610 "Run3" 5 "50%" "0" 0 100 0 1 0.00842773
"1:258" "P36" 3139801 "Run3" 6 "75%" "3" 1 0 100 1 0.206103
"1:259" "P36" 3165058 "Run3" 7 "50%" "0" 0 99 0 1 0.00774815
"1:260" "P36" 3190101 "Run3" 8 "100%" "2" 1 0 100 1 0.0550901
"1:261" "P36" 3215217 "Run3" 9 "75%" "0" 0 99 0 1 0.00807257
"1:262" "P36" 3238889 "Run3" 10 "25%" "0" 0 98 0 1 0.00713509
"1:263" "P36" 3263721 "Run3" 11 "100%" "3" 1 0 100 1 0.219768
"1:264" "P36" 3289581 "Run3" 12 "50%" "0" 0 100 0 1 0.00678335
"1:265" "P36" 3312677 "Run3" 13 "75%" "0" 0 84 0 1 0.0055866
"1:266" "P36" 3336949 "Run3" 14 "0%" "0" 0 100 0 1 0.0105165
"1:267" "P36" 3361657 "Run3" 15 "25%" "1" 1 0 100 1 0.0064323
"1:268" "P36" 3387725 "Run3" 16 "50%" "2" 1 0 100 1 0.00584336
"1:269" "P36" 3411001 "Run3" 17 "75%" "0" 0 100 0 1 0.0127065
"1:270" "P36" 3435054 "Run3" 18 "25%" "0" 0 100 0 1 0.00567027
"1:271" "P41" 2665397 "Run1" 1 "75%" "0" 0 63 0 1 0.0356916
"1:272" "P41" 2689669 "Run1" 2 "50%" "0" 0 59 0 1 0.0269053
"1:273" "P41" 2712869 "Run1" 3 "75%" "0" 0 57 0 1 0.0211375
"1:274" "P41" 2741333 "Run1" 4 "50%" "3" 1 0 71 1 0.0468007
"1:275" "P41" 2766885 "Run1" 5 "50%" "0" 0 55 0 1 0.0199005
"1:276" "P41" 2791909 "Run1" 6 "25%" "0" 0 39 0 1 0.0246139
"1:277" "P41" 2814469 "Run1" 7 "50%" "0" 0 41 0 1 0.0254986
"1:278" "P41" 2838461 "Run1" 8 "0%" "0" 0 26 0 1 0.0238556
"1:279" "P41" 2864213 "Run1" 9 "25%" "0" 0 22 0 1 0.0294745
"1:280" "P41" 2886709 "Run1" 10 "0%" "0" 0 23 0 1 0.0232197
"1:281" "P41" 2910549 "Run1" 11 "25%" "0" 0 52 0 1 0.0322299
"1:282" "P41" 2934500 "Run1" 12 "100%" "3" 1 0 69 1 0.0576953
"1:283" "P41" 2956876 "Run1" 13 "100%" "2" 1 0 58 1 0.0330931
"1:284" "P41" 2982140 "Run1" 14 "0%" "0" 0 10 0 1 0.0183475
"1:285" "P41" 3005284 "Run1" 15 "100%" "1" 1 0 30 1 0.0238667
"1:286" "P41" 3028725 "Run1" 16 "75%" "0" 0 34 0 1 0.0259425
"1:287" "P41" 3053148 "Run1" 17 "75%" "2" 1 0 61 1 0.0447651
"1:288" "P41" 3077556 "Run1" 18 "25%" "1" 1 0 14 1 0.0254055
"1:289" "P41" 3175748 "Run2" 1 "50%" "0" 0 53 0 1 0.0178233
"1:290" "P41" 3199709 "Run2" 2 "25%" "0" 0 26 0 1 0.02634
"1:291" "P41" 3223876 "Run2" 3 "0%" "0" 0 13 0 1 0.0251509
"1:292" "P41" 3248500 "Run2" 4 "0%" "0" 0 12 0 1 0.0218076
"1:293" "P41" 3273348 "Run2" 5 "50%" "1" 1 0 17 1 0.0312192
"1:294" "P41" 3296372 "Run2" 6 "25%" "2" 1 0 61 1 0.0407823
"1:295" "P41" 3319252 "Run2" 7 "25%" "0" 0 9 0 1 0.0267263
"1:296" "P41" 3342756 "Run2" 8 "75%" "0" 0 74 0 1 0.0249976
"1:297" "P41" 3366404 "Run2" 9 "25%" "0" 0 58 0 1 0.0263354
"1:298" "P41" 3391012 "Run2" 10 "0%" "0" 0 8 0 1 0.0260498
"1:299" "P41" 3413764 "Run2" 11 "100%" "3" 1 0 75 1 0.0655096
"1:300" "P41" 3438044 "Run2" 12 "100%" "1" 1 0 6 1 0.0140853
"1:301" "P41" 3462468 "Run2" 13 "50%" "0" 0 10 0 1 0.025014
"1:302" "P41" 3484108 "Run2" 14 "100%" "2" 1 0 59 1 0.0574969
"1:303" "P41" 3508212 "Run2" 15 "75%" "3" 1 0 78 1 0.0615387
"1:304" "P41" 3531988 "Run2" 16 "75%" "0" 0 41 0 1 0.0259328
"1:305" "P41" 3556340 "Run2" 17 "50%" "0" 0 71 0 1 0.0230102
"1:306" "P41" 3579484 "Run2" 18 "75%" "0" 0 65 0 1 0.0277046
"1:307" "P41" 3678539 "Run3" 1 "75%" "0" 0 77 0 1 0.0371237
"1:308" "P41" 3700323 "Run3" 2 "100%" "2" 1 0 61 1 0.046791
"1:309" "P41" 3723387 "Run3" 3 "0%" "0" 0 9 0 1 0.020796
"1:310" "P41" 3747731 "Run3" 4 "0%" "0" 0 11 0 1 0.0220692
"1:311" "P41" 3770715 "Run3" 5 "100%" "1" 1 0 22 1 0.0220189
"1:312" "P41" 3794339 "Run3" 6 "50%" "0" 0 60 0 1 0.023782
"1:313" "P41" 3818931 "Run3" 7 "25%" "0" 0 16 0 1 0.0226462
"1:314" "P41" 3842723 "Run3" 8 "75%" "1" 1 0 14 1 0.0333158
"1:315" "P41" 3866931 "Run3" 9 "75%" "0" 0 77 0 1 0.0309676
"1:316" "P41" 3891011 "Run3" 10 "25%" "0" 0 17 0 1 0.0472503
"1:317" "P41" 3914283 "Run3" 11 "50%" "0" 0 65 0 1 0.0298124
